,Source file,DateTime,Date,Time,Duration(s),Comments,Pyrite Type,Texture,Generation,Reef,Mg25,Mg25 Int2SE,Mg25 LOD,Al27,Al27 Int2SE,Al27 LOD,Si29,Si29 Int2SE,Si29 LOD,P31,P31 Int2SE,P31 LOD,S33,S33 Int2SE,S33 LOD,S34,S34 Int2SE,S34 LOD,K39,K39 Int2SE,K39 LOD,Ca43,Ca43 Int2SE,Ca43 LOD,Ti49,Ti49 Int2SE,Ti49 LOD,V51,V51 Int2SE,V51 LOD,Cr53,Cr53 Int2SE,Cr53 LOD,Mn55,Mn55 Int2SE,Mn55 LOD,Co59,Co59 Int2SE,Co59 LOD,Ni60,Ni60 Int2SE,Ni60 LOD,Cu65,Cu65 Int2SE,Cu65 LOD,Zn66,Zn66 Int2SE,Zn66 LOD,Ga71,Ga71 Int2SE,Ga71 LOD,Ge74,Ge74 Int2SE,Ge74 LOD,As75,As75 Int2SE,As75 LOD,Se77,Se77 Int2SE,Se77 LOD,Se82,Se82 Int2SE,Se82 LOD,Sr88,Sr88 Int2SE,Sr88 LOD,Zr90,Zr90 Int2SE,Zr90 LOD,Mo95,Mo95 Int2SE,Mo95 LOD,Ag107,Ag107 Int2SE,Ag107 LOD,Cd111,Cd111 Int2SE,Cd111 LOD,In115,In115 Int2SE,In115 LOD,Sn118,Sn118 Int2SE,Sn118 LOD,Sb121,Sb121 Int2SE,Sb121 LOD,Te125,Te125 Int2SE,Te125 LOD,Ba137,Ba137 Int2SE,Ba137 LOD,Ta181,Ta181 Int2SE,Ta181 LOD,W182,W182 Int2SE,W182 LOD,Pt195,Pt195 Int2SE,Pt195 LOD,Au197,Au197 Int2SE,Au197 LOD,Hg202,Hg202 Int2SE,Hg202 LOD,Tl205,Tl205 Int2SE,Tl205 LOD,Pb206,Pb206 Int2SE,Pb206 LOD,Pb207,Pb207 Int2SE,Pb207 LOD,Pb208,Pb208 Int2SE,Pb208 LOD,Bi209,Bi209 Int2SE,Bi209 LOD,Th232,Th232 Int2SE,Th232 LOD,U238,U238 Int2SE,U238 LOD,Ni61,Ni61 Int2SE,Ni61 LOD
353,MVTEX-09-10_3.d,26/11/2015 (5) 16:02:27.59,26/11/2015 (5),0.668374884,38.552,"MVTEX-09-10_3.d, 4:02:27 PM (38.5 sec)",Intrusive or Basement,Intrusive or Basement,Intrusive or Basement,Basement,NA,3.3,11.184,NA,1.7,3.5414,610,110,423.37,0.99,0.42,0.27758,596000,32000,1850.2,570000,27000,451.63,NA,13,0.57575,NA,220,734.68,12.4,3.5,0.7791,NA,0.019,0,NA,0.23,0.80416,1.11,0.66,1.0867,20.4,2.6,0.060352,442,18,2.1956,NA,0.28,0.47136,NA,0.38,0.58371,NA,0.053,0.33914,NA,0.12,0.29603,NA,1.5,1.7804,18.5,3.2,3.2539,16.1,2.7,5.4321,NA,0.0013,0.090505,NA,0.0026,0.21658,NA,0.0026,0,NA,0.0011,0.030814,NA,0.012,0.37838,NA,0.00041,0.046097,NA,0.31,0.62496,NA,0.25,0.33237,NA,0.32,1.0265,0,1,0,0,1,0,0,1,0,NA,0.0024,0,NA,0.00048,0.029718,NA,0.29,0.48889,NA,0.0013,0,NA,0.0032,0,NA,0.0033,0.23915,NA,0.0017,0.07124,NA,0.0019,0.037559,0.00174,0.00015,0,NA,1,0.032687,NA,NA,NA
354,MVTEX-09-10_4.d,26/11/2015 (5) 16:04:10.43,26/11/2015 (5),0.669565162,38.504,"MVTEX-09-10_4.d, 4:04:09 PM (38.5 sec)",Intrusive or Basement,Intrusive or Basement,Intrusive or Basement,Basement,NA,3.1,8.849,NA,1.2,3.8544,520,120,340.45,0.97,0.4,0.33679,6.00E+05,26000,2221.8,562000,19000,503.38,NA,10,0.6294,NA,180,673.88,11.3,2.9,1.7913,NA,0.028,0.097907,NA,0.089,0.73653,NA,0.54,1.0705,2072,70,0.070705,43.3,2.5,1.8974,NA,0.28,0.60705,NA,0.18,0.5913,NA,0.078,0.19049,NA,0.18,0.28318,2,1.6,1.6895,8.2,1.7,3.1199,6.6,2.5,5.7482,NA,0.0011,0.079113,NA,0.0024,0.38676,NA,0.0025,0.21625,NA,0.001,0.064257,NA,0.011,0.77566,NA,0.00037,0.030264,NA,0.25,0.63804,NA,0.19,0.54904,NA,0.21,1.0111,0,1,0,NA,1,0.030677,0,1,0,NA,0.0022,0.098844,NA,0.00043,0.099591,NA,0.23,0.66679,NA,0.0012,0.10422,NA,0.0029,0,NA,0.0033,0.24951,NA,0.0015,0.053373,NA,0.023,0.078322,0.00185,0.00015,0,NA,1,0.033892,NA,NA,NA
355,MVTEX-09-10_5.d,26/11/2015 (5) 16:06:09.88,26/11/2015 (5),0.670947685,38.144,"MVTEX-09-10_5.d, 4:06:09 PM (38.1 sec)",Intrusive or Basement,Intrusive or Basement,Intrusive or Basement,Basement,NA,3.5,10.476,NA,1.3,4.0206,590,120,286.01,0.67,0.41,0.35984,570000,23000,41153,567000,20000,39808,2,11,0.73047,NA,190,480.26,12.2,3.1,2.084,NA,0.024,0.0977,NA,0.058,1.3683,NA,0.44,1.0491,451,23,126.78,99.3,4.9,3.0927,1.01,0.39,0.5595,NA,0.15,0.64692,NA,0.054,0.21895,NA,0.15,0.48376,NA,1.7,1.3505,9.1,2.2,2.9221,9,2.6,3.8382,NA,0.0011,0.036555,NA,0.0024,0,NA,0.0024,0.099773,NA,0.0057,0,NA,0.011,0.77531,NA,0.00035,0.047874,NA,0.25,0.64002,NA,0.21,0.47145,NA,0.32,1.5983,0,1,0,0,1,0,0,1,0,NA,0.0022,0,NA,0.0071,0,NA,0.19,0.54929,NA,0.0078,0.095641,NA,0.0029,0,NA,0.0031,0.1152,NA,0.0016,0.098521,0.6,0.18,0.086253,0.0018,0.00015,0,0,1,0,NA,NA,NA
356,MVTEX-09-10_6.d,26/11/2015 (5) 16:07:57.71,26/11/2015 (5),0.672195718,39.091,"MVTEX-09-10_6.d, 4:07:57 PM (39.1 sec)",Intrusive or Basement,Intrusive or Basement,Intrusive or Basement,Basement,NA,3,9.6249,NA,1.4,4.4505,430,120,340.84,0.68,0.37,0.44771,594000,27000,2018.9,562000,21000,489.73,NA,12,0.58588,NA,200,683.86,12.1,3.2,2.6152,NA,0.02,0.13942,NA,0.088,0.88248,NA,0.58,1.1911,14620,950,0.042485,173,33,1.6887,NA,0.24,0.56067,NA,0.15,0.48314,NA,0.014,0.13142,0.53,0.2,0.443,11.9,3.5,2.199,38.9,6.1,2.9637,36.6,6.4,5.5976,NA,0.00097,0,NA,0.0021,0.094405,NA,0.002,0,NA,0.00086,0.041934,NA,0.0088,0.7746,NA,0.00031,0,NA,0.43,0.69711,NA,0.19,0.58619,NA,0.11,0.87484,NA,1,0.35969,NA,1,0.028452,0,1,0,NA,0.0093,0,NA,0.00037,0,NA,0.24,0.48071,NA,0.00099,0.096634,NA,0.0024,0,NA,0.0029,0,NA,0.0097,0,0.121,0.09,0.081085,0.0018,0.00014,0,0,1,0,NA,NA,NA
357,MVTEX-09-10_7.d,26/11/2015 (5) 16:09:44.92,26/11/2015 (5),0.673436574,39.044,"MVTEX-09-10_7.d, 4:09:44 PM (39.0 sec)",Intrusive or Basement,Intrusive or Basement,Intrusive or Basement,Basement,NA,3.1,8.53,NA,1.3,4.3367,360,100,284.26,1.07,0.36,0.29576,574000,26000,45772,545000,23000,41473,NA,9.7,0.57815,NA,190,692.95,9.1,2.4,2.0653,NA,0.031,0.03878,NA,0.27,0.62108,0.98,0.58,0.96497,950,220,705.24,940,210,35.611,NA,0.23,0.47798,NA,0.11,0.51886,NA,0.016,0.1058,0.79,0.29,0.63488,14.4,3.2,1.6833,17,4.9,4.01,21.5,6.2,5.6635,NA,0.0011,0.03488,NA,0.0024,0.12194,NA,0.0024,0.18906,NA,0.001,0,NA,0.0099,0,NA,0.00034,0.018977,NA,0.24,0.71386,NA,0.15,0.38021,7.2,1.7,0.65916,0,1,0,0,1,0,0,1,0,NA,0.002,0,NA,0.00042,0,NA,0.22,0.42813,NA,0.0011,0.040595,NA,0.047,0,NA,0.05,0.21859,0.139,0.076,0.065025,2.77,0.63,0.075631,0.00187,0.00016,0,0,1,0,NA,NA,NA
358,MVTEX-01-18.1_1.d,26/11/2015 (5) 13:58:51.38,26/11/2015 (5),0.58253912,37.159,"MVTEX-09-18.1_1.d, 1:58:51 PM (37.1 sec)",Rounded massive (detrital),Rounded,Detrital,IQL,NA,5.1,8.8725,NA,1.3,3.4338,750,120,373.27,1.35,0.43,0.31381,622000,28000,1616,595000,25000,497.81,1.7,7.7,0.58586,NA,180,673.25,9.8,2.8,1.9109,NA,0.021,0.20137,NA,0.26,0.53089,1.04,0.68,1.0087,1150,120,0.050113,445,53,1.4341,NA,0.14,0.42149,NA,0.2,0.82436,NA,0.044,0.22973,NA,0.2,0.33253,323,38,1.4928,20.7,3.3,1.675,20.1,3.5,6.1371,NA,0.0014,0,NA,0.0021,0.29138,NA,0.0013,0.23178,NA,0.00093,0.02951,NA,0.07,0,NA,5.00E-04,0,NA,0.31,0.53219,NA,0.17,0.64463,NA,0.27,1.3518,0,1,0,0,1,0,NA,1,0.12664,NA,0.001,0.044543,NA,0.00048,0.042045,0.255,0.089,0.24114,NA,0.0012,0.093562,NA,0.019,0.23812,NA,0.0019,0.23284,NA,0.0096,0.1094,NA,0.037,0.080222,NA,0.00014,0,0,1,0,NA,NA,NA
359,MVTEX-01-18.1_2.d,26/11/2015 (5) 14:01:12.02,26/11/2015 (5),0.584166898,38.2,"MVTEX-09-18.1_2.d, 2:01:11 PM (38.2 sec)",Rounded massive (detrital),Rounded,Detrital,IQL,NA,3.2,9.4348,NA,1.5,4.2027,460,110,348.7,0.9,0.35,0.28457,591000,30000,43289,570000,25000,38989,NA,6.6,0.54427,NA,220,694.8,13,3,4.4429,NA,0.031,0.072621,NA,0.16,0.57629,NA,0.5,1.1445,NA,5.3,114.52,41.3,2.9,9.1286,NA,0.073,0.50523,NA,0.14,1.003,NA,0.034,0.15369,NA,0.13,0.49173,NA,1.6,8.6881,NA,1.1,4.0877,NA,1.7,5.4452,NA,0.0016,0,NA,0.0022,0.092084,NA,0.0014,0,NA,0.001,0,NA,0.014,0,NA,0.00056,0.04063,NA,0.25,0.79463,NA,0.18,0.55661,NA,0.31,0.96543,0,1,0,0,1,0,0,1,0,NA,0.0011,0.11481,NA,0.0065,0.027157,NA,0.085,0.20671,NA,0.0012,0.060019,0.17,0.13,0,0.041,0.069,0,NA,0.049,0.20266,1.15,0.17,0,NA,0.00015,0.036963,0,1,0,NA,NA,NA
360,MVTEX-01-18.1_3.d,26/11/2015 (5) 14:04:19.03,26/11/2015 (5),0.586331366,39.038,"MVTEX-09-18.1_3.d, 2:04:18 PM (39.0 sec)",Rounded massive (core),Rounded,Detrital,IQL,25.1,7.1,6.8036,55,19,3.3683,360,120,323.25,0.52,0.27,0.27854,555000,24000,38424,534000,21000,39849,6.7,6.3,0.47187,NA,170,604.58,10.4,2.8,1.9029,NA,0.041,0.14313,2.56,0.86,0.65686,1.45,0.59,0.85745,200,16,7.3831,98.9,7.2,2.9835,68,11,0.48299,100.6,8.6,0.44505,NA,0.06,0.2148,NA,0.18,0.39741,119,11,1.1204,8.2,1.7,3.0805,9.3,2.1,4.7983,0.31,0.12,0,NA,0.0019,1.946,NA,0.0012,0,3.75,0.44,0,0.79,0.53,0.65346,9.06,0.9,0.017028,NA,0.31,0.63582,0.83,0.3,0.37454,1.98,0.62,0.90576,0.07,0.098,0,0,1,0,0,1,0,NA,0.00092,0.038133,0.151,0.062,0.039958,NA,0.089,0.21258,0.51,0.12,0,49.2,9.9,0,40.8,9.5,0,35.9,9.5,1.0619,22.5,2.5,0.074092,NA,0.00012,0,0,1,0,NA,NA,NA
361,MVTEX-01-18.1_4.d,26/11/2015 (5) 14:12:10.98,26/11/2015 (5),0.59179375,37.039,"MVTEX-09-18.1_4.d, 2:12:08 PM (37.0 sec)",Rounded massive fractured (detrital),Rounded,Detrital,IQL,15,5.4,7.8349,45,19,3.2014,692,91,335.86,0.86,0.23,0.25212,516000,23000,1358.9,489000,19000,299.91,9.7,6.2,0.38796,NA,170,678.77,7.9,2.3,0.63196,0.101,0.071,0.077885,2.3,1.1,0.47284,3.33,0.49,1.0963,120,23,0,54.9,9.3,1.2981,NA,0.23,0.55796,2.8,0.72,0.7012,NA,0.003,0.12585,NA,0.13,0.30829,72,12,0.8916,10.8,2.1,2.2033,9.7,2.2,5.102,0.44,0.18,0,NA,0.014,0,NA,0.0014,0,0.07,0.041,0,NA,0.011,0.62975,NA,0.0042,0.01586,NA,0.21,0.46444,597,21,0.49179,1.1,0.45,0.98524,NA,1,0.30107,0,1,0,NA,1,0.19663,NA,0.0011,0.070943,0.074,0.036,0.047142,0.29,0.11,0.21668,0.326,0.089,0.080317,8.9,1.1,0.17123,6.21,0.88,0,5.48,0.56,0,7.3,1.5,0.057673,NA,1.00E-04,0,NA,1,0.052518,NA,NA,NA
362,MVTEX-01-18.1_5.d,26/11/2015 (5) 14:14:03.10,26/11/2015 (5),0.593091435,39.012,"MVTEX-09-18.1_5.d, 2:14:02 PM (39.0 sec)_Al-rich and Ni zoned",Anhedral (hydrothermal),Anhedral,Epigenetic,IQL,18.4,4.7,8.7203,6000,1200,3.8462,7000,1100,362.84,5.11,0.69,0.31374,637000,30000,46165,597000,26000,41955,92,45,0.70496,NA,220,750.15,302,71,1.8048,2.94,0.64,0.13247,28.6,6.3,0.79062,NA,0.65,1.2718,70.6,5.2,4.4476,261,90,2.2312,9,1.8,0.42447,13.9,2.8,0.38431,0.56,0.21,0.21037,NA,0.17,0.45019,171,12,2.0921,7.5,2.1,4.9839,8.2,3,5.8657,3.4,1.2,0,75,17,0.20048,0.66,0.24,0.27987,0.32,0.1,0.084571,NA,0.012,0.72709,NA,0.00048,0.041107,NA,0.22,0.63968,NA,2.5,44.692,8.1,1.2,1.4267,1.48,0.7,1.0828,0.097,0.066,0.061472,0.58,0.22,0.25398,NA,0.012,0.091908,0.5,0.12,0.021964,NA,0.096,0.27134,NA,0.0012,0.046997,143,21,0.15429,112,17,0.20044,106,15,7.0021,37.9,3.3,0.074674,5.2,1.2,0,670,160,0,NA,NA,NA
363,MVTEX-01-18.1_6.d,26/11/2015 (5) 14:16:26.63,26/11/2015 (5),0.594752662,38.719,"MVTEX-09-18.1_6.d, 2:16:25 PM (38.7 sec)_chlorite inclusion",Anhedral (hydrothermal),Anhedral,Epigenetic,IQL,790,220,7.9472,2140,550,10.875,2870,630,330.28,0.93,0.47,0.28102,641000,31000,42090,613000,25000,46479,410,120,0.59258,NA,240,583.09,43,11,1.6392,1.99,0.57,0.11334,15.1,3.7,0.54951,9.5,2.7,1.1483,538,67,2.7604,504,31,4.1564,NA,0.23,0.78481,2.6,1.1,0.48918,0.41,0.18,0.1706,0.58,0.28,0.46768,522,55,4.3278,59.7,8.7,0,55.8,9.1,6.3349,1.56,0.52,0.056254,8.6,2.4,0.20072,NA,0.0017,0.10103,NA,0.03,0.06736,NA,0.23,0.79075,NA,0.00057,0.041313,NA,0.29,0.69126,NA,0.26,1.437,10.2,2.5,1.5566,2.35,0.96,0.38957,0,1,0,0,1,0,NA,0.0013,0.10193,0.11,0.059,0.044187,NA,0.17,0.28038,NA,0.0013,0,20.4,4.9,6.5601,12.5,3.6,5.2764,8.6,1.8,0.14294,13.6,2.6,2.2857,0.31,0.1,0,NA,0.028,1.3933,NA,NA,NA
364,MVTEX-01-18.1_7C.d,26/11/2015 (5) 14:18:39.48,26/11/2015 (5),0.596290278,37.53,"MVTEX-09-18.1_7C.d, 2:18:38 PM (37.5 sec)",Rounded massive (core),Rounded,Detrital,IQL,84,30,14.49,87,32,5.5435,522,96,264.03,0.96,0.34,0.16361,491000,22000,32446,470000,18000,31223,105,40,0.36687,NA,190,488.34,10.1,2.7,5.3577,0.148,0.091,0.073437,17.5,4.5,0.59385,12.6,3.3,0.74812,118.9,8.4,4.6281,376,18,34.548,1.56,0.42,0.32245,3.04,0.93,0.45007,NA,0.073,0.16663,NA,0.07,0.13432,71.9,5.6,15.829,NA,1.2,7.3562,NA,1.7,5.9351,4.7,1.5,0,NA,0.0018,0.14529,NA,0.096,0.14663,0.244,0.085,0.048859,1.19,0.67,0.51206,NA,0.0031,0,NA,0.23,0.57181,6.19,0.54,0.29173,2.27,0.67,1.1857,0.92,0.56,0,0,1,0,1.26,0.27,0,NA,0.001,0.066989,0.151,0.066,0,NA,0.12,0.16982,26.7,2.1,0.081279,317,95,0.16135,177,53,0.12101,124,36,3.0916,26.5,3.2,0.27308,NA,8.40E-05,0,NA,1,0.024596,NA,NA,NA
365,MVTEX-01-18.1_7R.d,26/11/2015 (5) 14:20:19.77,26/11/2015 (5),0.597451042,31.101,"MVTEX-09-18.1_7R.d, 2:20:18 PM (31.1 sec)",Pyrite rim (overgrowth),Overgrowth,Epigenetic,IQL,NA,2.5,8.7688,NA,1.3,3.5452,530,120,463.61,1.01,0.4,0.22496,643000,33000,1941.1,621000,29000,461.12,7,7.9,0.73522,NA,230,569.41,12.8,3.7,1.3388,NA,0.049,0.12083,NA,0.11,0.94942,1.32,0.65,0.99473,2060,190,0.047288,219.1,8.5,1.5028,0.6,0.37,0.4347,NA,0.11,0.37627,NA,0.033,0.23724,NA,0.21,0.3905,63,13,1.3855,13.8,3.6,2.7733,13.8,3,4.6075,NA,0.046,0.077297,NA,0.051,0.27198,NA,0.0016,0.098821,NA,0.011,0,NA,0.012,1.0675,NA,0.00056,0.020209,NA,0.29,0.74833,NA,0.24,0.39715,NA,0.24,1.0438,0,1,0,0,1,0,NA,1,1.9816,NA,0.011,0.090279,NA,0.00053,0,NA,0.16,0.31012,NA,0.0012,0.10929,NA,0.0024,0.23984,NA,0.0023,0,NA,0.0016,0.050171,0.114,0.07,0,0.017,0.036,0,0.12,0.24,0,NA,NA,NA
366,MVTEX-01(30.1) 1.1.d,26/06/2015 (6) 18:39:37.41,26/06/2015 (6),0.777516319,37.03,"MVTEX-01(30.1) 1.1, 6:39:37 PM (37 sec)",Rounded massive (detrital),Rounded,Detrital,Basal Reef,0.35,0.21,0.28185,0.47,0.15,0.24595,363,55,175.94,NA,NA,NA,NA,NA,NA,489000,24000,26930,NA,NA,NA,NA,41,86.323,8.5,1.2,0.44364,0.028,0.016,0.021176,NA,0.059,0.17618,0.61,0.26,0.49133,3090,140,24.17,912,39,6.3806,0.95,0.51,0.32664,0.159,0.084,0.15523,NA,NA,NA,NA,NA,NA,78.3,4.6,36.851,5.5,1.2,2.1428,5.1,1.2,1.8144,NA,NA,NA,NA,NA,NA,NA,0.00042,0.036277,NA,0.0049,0.020244,NA,0.0017,0,NA,NA,NA,NA,0.18,0.4069,NA,0.025,0.085174,NA,0.15,0.43397,NA,NA,NA,NA,5.00E-05,0,NA,2.00E-04,0,NA,0.0088,0.0098171,0.02,0.015,0.0081272,0.172,0.049,0.083858,NA,0.011,0.036658,NA,NA,NA,NA,NA,NA,NA,0.00038,0.029752,NA,0.0026,0.0068324,NA,NA,NA,NA,8.00E-05,0.0047872,669,32,4.5377
367,MVTEX-01(30.1) 3.1.d,26/06/2015 (6) 18:42:00.36,26/06/2015 (6),0.779170833,36.897,"MVTEX-01(30.1) 3.1, 6:42:00 PM (36.9 sec)",Anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,0.31,20.62,10.7,1.2,0.3753,610,180,138.27,NA,NA,NA,NA,NA,NA,489000,24000,15825,NA,NA,NA,111,52,94.627,7.9,1.1,0.58715,0.079,0.03,0.037274,NA,0.098,0.22232,NA,0.19,0.56413,1400,120,102.44,244,17,40.352,9.6,1.8,0.13004,0.207,0.075,0.09807,NA,NA,NA,NA,NA,NA,1080,120,3.532,8.3,1.5,1.0561,6.5,1.4,1.9938,NA,NA,NA,NA,NA,NA,NA,0.00047,0,0.044,0.033,0.013139,NA,0.0022,0.20154,NA,NA,NA,NA,0.15,0.40232,NA,0.047,0.072333,NA,0.16,0.64351,NA,NA,NA,0.024,0.018,0,NA,0.00021,0,NA,0.0085,0.0058707,0.355,0.094,0.0082146,0.187,0.061,0.086427,NA,0.0047,0.014568,NA,NA,NA,NA,NA,NA,0.135,0.093,0.023438,0.54,0.35,0.0098788,NA,NA,NA,3.3,2.8,0,191,14,14.22
368,MVTEX-01(30.1) 2.1.d,26/06/2015 (6) 18:43:59.25,26/06/2015 (6),0.780546875,20.962,"MVTEX-01(30.1) 2.1, 6:44:00 PM (20.95 sec)_zoned pyrite and inclusion of Al-silicate",Anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,6.6,7.8,0.5635,90,130,0.88685,570,230,149.1,NA,NA,NA,NA,NA,NA,482000,23000,34487,NA,NA,NA,NA,62,93.564,9.6,1.7,1.975,0.32,0.41,0.05066,1.9,2.3,0.14807,NA,0.15,0.49293,990,160,51.566,1590,470,21.463,2.8,1.4,1.4826,0.53,0.33,0.10605,NA,NA,NA,NA,NA,NA,407,71,97.937,23,6.8,1.3043,20.9,6.2,2.6532,NA,NA,NA,NA,NA,NA,NA,0.0078,0.015749,0.044,0.019,0.015375,NA,0.0012,0.080905,NA,NA,NA,NA,0.2,0.51035,0.188,0.071,0.064838,NA,0.24,0.53081,NA,NA,NA,NA,3.40E-05,0.0071199,NA,0.00014,0,7.00E-04,0.0069,0,4.8,4,0.0087572,0.175,0.056,0.096539,0.063,0.067,0.032413,NA,NA,NA,NA,NA,NA,1.32,0.5,0.0329,1.52,0.53,0.0097442,NA,NA,NA,0.14,0.11,0.0076739,1240,370,7.5824
369,MVTEX-01(30.1) 4.1.d,26/06/2015 (6) 18:45:59.18,26/06/2015 (6),0.781934954,24.848,"MVTEX-01(30.1) 4.1, 6:46:00 PM (24.85 sec)_zoned pyrite_quartz ablation",Subhedral (hydrothermal),Subhedral,Epigenetic,Basal Reef,NA,27,57.015,NA,42,1789,NA,93,3510.7,NA,NA,NA,NA,NA,NA,480000,23000,2985.9,NA,NA,NA,NA,38,93.545,NA,1.4,9.5661,NA,0.053,2.7621,NA,0.38,10.591,1.54,0.82,0.55021,1440,190,1.9907,1250,370,8.5568,0.76,0.4,0.48599,0.23,0.1,0.14002,NA,NA,NA,NA,NA,NA,940,130,2.6649,9.3,2,0.82137,8,2,2.1169,NA,NA,NA,NA,NA,NA,NA,0.00026,0.015419,NA,0.005,0.017808,NA,0.0012,0.28269,NA,NA,NA,0.56,0.16,0.30645,NA,0.052,0.071594,NA,0.18,0.56901,NA,NA,NA,NA,3.40E-05,0,NA,0.00015,0.020713,NA,0.00032,0.0055466,NA,0.039,0.77474,0.131,0.051,0.10456,NA,0.0099,0.46473,NA,NA,NA,NA,NA,NA,0.132,0.089,0.099206,0.53,0.28,0.010128,NA,NA,NA,NA,0.00044,0.024947,1020,290,8.8749
370,MVTEX-01_30.1-1.d,11/06/2015 (5) 11:40:28.01,11/06/2015 (5),0.486435301,38.447,"MVTEX-01_30.1-1.d, 11:40:28 AM (38.4 sec)",Large subhedral (hydrothermal),Subhedral,Epigenetic,Basal Reef,NA,1.9,11.593,NA,0.39,3.5501,2510,230,1297.5,1.68,0.52,0.1135,656000,39000,723.98,NA,NA,NA,NA,7,0.25576,NA,140,1716,37.8,4.3,0.70651,0.087,0.033,0.023641,NA,0.11,0.3673,NA,0.12,0.24105,1310,120,0.093736,92.5,6.5,0.31013,NA,0.54,0.56965,1.27,0.33,0.31805,NA,0.015,0.024734,NA,0.073,0.17103,299,30,0.55241,5.7,1.3,0.96605,5.6,1.6,2.2834,NA,0.0031,0,NA,0.00051,0.043739,NA,0.0062,0,NA,0.004,0.030343,NA,0.13,0.44037,NA,0.0042,0.02088,NA,0.1,0.22031,NA,0.065,0.11769,NA,0.32,2.6831,NA,0.0014,0,NA,2.00E-04,0.016775,NA,0.00071,0.070254,NA,0.0045,0.02984,NA,0.011,0.023153,NA,0.01,0.02305,NA,0.017,0.038194,NA,0.0072,0.043973,NA,0.018,0.040287,NA,0.018,0.043215,NA,0.002,0.018583,NA,0.00043,0,NA,0.0045,0,NA,NA,NA
371,MVTEX-01_30.1-2.d,11/06/2015 (5) 11:42:15.47,11/06/2015 (5),0.487679051,39.005,"MVTEX-01_30.1-2.d, 11:42:15 AM (39.0 sec)",Anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,1,7.6218,NA,0.44,3.4976,2180,220,1811.3,1.39,0.48,0.11572,656000,31000,44572,NA,NA,NA,NA,6.6,0.21984,NA,150,1096.6,39.7,4.2,2.4073,0.124,0.039,0.023511,NA,0.1,0.44174,NA,0.12,0.35855,2060,110,158.7,396,21,14.429,NA,0.66,0.48103,1.37,0.3,0.49079,NA,0.013,0.033658,NA,0.058,0.13244,120.8,5.7,9.2452,4.86,0.88,1.2436,NA,1.4,2.8133,NA,0.00049,0.026235,NA,0.00052,0.039528,NA,0.0011,0.057024,NA,0.0052,0.025066,NA,0.15,0.36065,NA,0.0035,0.015692,NA,0.11,0.32314,NA,0.043,0.11253,NA,0.37,4.13,NA,0.0015,0,NA,0.0024,0.05207,NA,0.014,0.1536,NA,0.014,0.022466,NA,0.0089,0.028249,NA,0.0094,0.024566,NA,0.0039,0.040947,NA,0.016,0.01847,NA,0.016,0.024092,NA,0.014,0.040719,NA,0.0043,0.020127,NA,0.00036,0,NA,0.00037,0,NA,NA,NA
372,MVTEX-01_30.1-3.d,11/06/2015 (5) 11:50:01.69,11/06/2015 (5),0.493075116,38.215,"MVTEX-01_30.1-3.d, 11:50:01 AM (38.2 sec)",Anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,0.98,86.857,NA,0.49,127.13,7300,1600,2386,0.84,0.47,0.080763,652000,31000,1140.8,NA,NA,NA,NA,7.3,0.23761,NA,210,4384.6,40.1,3.3,2.3872,NA,0.035,0.1442,NA,0.13,0.47347,NA,0.13,2.0072,2010,170,0.46473,150,8.9,17.818,1.7,1.2,1.1324,NA,0.33,319.22,NA,0.013,0.022321,NA,0.057,0.13268,618,69,0.65622,6.1,1.3,0.86969,6.6,1.3,2.7763,NA,0.012,0.043662,NA,0.00056,0.065408,NA,0.0012,0.051804,NA,0.014,0.1251,NA,0.27,0.94086,NA,0.0033,0.11236,NA,0.12,0.26914,0.57,0.18,0.2225,NA,0.5,4.5058,NA,0.0017,0,NA,0.00018,0.017504,NA,0.00064,0.21198,NA,0.0098,1.03,NA,0.031,0.93802,NA,0.015,0.25101,NA,0.0099,0.041484,NA,1.1,53.923,NA,1,63.2,NA,0.9,61.818,5.2,1.6,0.026081,1.00E-04,0.0062,0,NA,0.071,0.057457,NA,NA,NA
